school_id,billing_address,billing_address2,billing_city,billing_state,billing_zip
4302,199 Hawthorn Lane,,Atoka,TN,38004
4303,200 Glass Ave. PO Box 609,,Hopkinsville,KY,42241-0609
4304,,,,,
4305,,,,,
4306,17200 Pinehurst Ln.,,Huntington Beach,CA,92647
4307,,,,,
4308,190 Croton Ave.,,Ossining,NY,10562
4309,2700 W. 15th St.,,Plano,TX,75075
4310,,,,,
4311,306 1st Ave. North,,Clear Lake,IA,50428
4312,,,,,
4313,PO Box 338,,Middletown,CA,95461
4314,20932 Big Canyon Road,Middletown,Middletown,CA,95461
4315,,,,,
4316,,,,,
4317,5050 Barranca Parkway,,Irvine,CA,92604-4698
4318,,,,,
4319,,,,,
4320,PO Box 147  345 Plainfield Ave.,,Berkeley,NJ,7922
4321,,,,,
4322,,,,,
4323,,,,,
4324,,,,,
4325,,,,,
4326,,,,,
4327,PO Box 2950,,Chandler,AZ,85244-2950
4328,,,,,
4329,4 Executive Dr. PO Box 181,,Monmouth Junction,NJ,8852
4330,1 East 91st Street,,New York,NY,10128
4331,,,,,
4332,,,,,
4333,,,,,
4334,,,,,
4335,,,,,
4336,970 Highland Ave.,,Abington,PA,19001
4337,1203 W. Pioneer Pkwy.,,Arlington,NJ,76013
4338,,,,,
4339,,,,,
4340,105 East Evergreen Rd.,,Lebanon,PA,17042-7595
4341,,,,,
4342,,,,,
4343,5530 Hogue Road,,Evansville,IN,47712
4344,,,,,
4345,,,,,
4346,8255 W Forest Hill Ave,,Franklin,WI,53132-9705
4347,,,,,
4348,,,,,
4349,820 East 29th Box 158,,South Sioux City,NE,88776
4350,,,,,
4351,20932 Big Canyon Rd. PO Box 338,,Middletown,CA,95461
4352,,,,,
4353,,,,,
4354,,,,,
4355,,,,,
4356,,,,,
4357,15601 US Highway 150,,Paris,IL,61944
4358,,,,,
4359,2915 E. Ramsey Ave.,,Cudahy,WI,53110
4360,,,,,
4361,4820 East 71st St.,,Cleveland,OH,44125
4362,4820 East 71st St.,,Cleveland,OH,44125
4363,1812 Welsh Avenue,,College Station,TX,77840-4800
4364,3740 Medody Mizer Ln.,,Cumming,GA,30075
4365,,,,,
4366,,,,,
4367,233 N. New Ballas Rd.,,St. Louis,MO,63141
4368,,,,,
4369,,,,,
4370,501 East Collins,,Decatur,TX,76234
4371,629 Arabella St.,,Defiance,OH,43512-2856
4372,32972 Colle Perfecto,,San Juan Capistrano,CA,92675
4373,,,,,
4374,,,,,
4375,,,,,
4376,919 E. Sumach St.,,Walla Walla,WA,99362
4377,130 Beattie Ave.,,Lockport,NY,14094-5099
4378,,,,,
4379,1575 West. Southern #1,,Apache Junction,AZ,85220
4380,310 W. Plum St.,,Nogales,AZ,85621
4381,,,,,
4382,130 Beattie Ave.,,Lockport,NY,14094-5099
4383,,,,,
4384,150 Abbey Lane,,Levittown,NY,11756
4385,,,,,
4386,,,,,
4387,,,,,
4388,,,,,
4389,,,,,
4390,126 Wallace Ave.,,Downingtown,PA,19335
4391,540 Trestle Place,,Downingtown,PA,19335
4392,,,,,
4393,,,,,
4394,101 Hendrickson Ave.,,Brick,NJ,08724-2599
4395,7471 Larkdale Ave.,,Dublin,CA,94568-1599
4396,,,,,
4397,,,,,
4398,,,,,
4399,,,,,
4400,,,,,
4401,135 Elmont Rd.,,Elmont,NY,11003
4402,100 North Kane St.,,Burlington,WI,53105-1896
4403,,,,,
4404,,,,NC,27514
4405,701 E. 11th St.,,New Richmond,WI,54017
4406,400 North Rock St.,,Sheridan,AR,72150
4407,PO Box 674,,East Granby,CT,6026
4408,,,,,
4409,600 Broad St.,,Columbia,MS,39429
4410,,,,,
4411,PO Box 191,,Blastonbury,CT,06033-0191
4412,1301 Berdan St.,,Eddyville,IA,52553
4413,3150 Schoolview Rd.,,Eden,NY,14057
4414,5000 S. 116th Street,,Greenfield,WI,53228
4415,312 Pierson Ave.,,Edison,NJ,8837
4416,,,,,
4417,398 B Street,,So. San Francisco,CA,94080
4418,180 Depot Road,,Eliot,ME,3903
4419,Elizabeth Lane Elementary,121 Elizabeth Lane,Matthews,NC,28105
4420,,,,,
4421,,,,,
4422,11200 93rd Avenue North,,Maple Grove,MN,55369
4423,8201 West Fullerton Ave.,,Elmwood Park,IL,60707-2499
4424,PO Box 9011,,Boulder,CO,80301
4425,,,,,
4426,PO Box 470208,,Tulsa,OK,74147
4427,11150 E. Tanque Verde Rd.,,Tucson,AZ,85749-8524
4428,101 Hendrickson Ave.,,Brick,NJ,08724-2599
4429,5212 Encinita Ave.,,Temple City,CA,91780
4430,,,,,
4431,1901 E. Paper Mill Rd.,,Oreland,PA,19075
4432,,,,,
4433,,,,,
4434,128 Cape May Ave.,,Estell Manor,NJ,8319
4435,334 Stockton St.,,Hightstown,NJ,8520
4436,,,,,
4437,,,,,
4438,,,,,
4439,,,,,
4440,,,,,
4441,,,,,
4442,PO Box 1060 1 Stadium Dr.,,Morenci,AZ,85540
4443,PO Box 36,,Pulaski,WI,54168
4444,,,,,
4445,,,,,
4446,,,,,
4447,51 Woodville Rd.,,Falmouth,ME,4105
4448,2290 State Route 121 North,,Mayfield,KY,42066
4449,,,,,
4450,142 Wilma Deive,,Maryville,IL,62062
4451,,,,,
4452,26 Central St.,,West Springfield,MA,01089-2777
4453,,,,,
4454,,,,,
4455,,,,,
4456,,,,,
4457,13000 Promise Road,,Fishers,IN,46038
4458,145 Merle Ave.,,Oceanside,NY,11572
4459,,,,,
4460,,,,,
4461,4750 First Street,,Pleasanton,CA,94577-7498
4462,25631 Peter A. Hartman Way,,Mission Viejo,CA,92691
4463,,,,,
4464,451 Lincoln Ave.,,Orange,NJ,7050
4465,200 Western Blvd.,,Lanoka Harbor,NJ,8734
4466,,,,,
4467,970 N Glenn Rd,,Casper,WY,82601
4468,201 45th Street NE,,Fort Payne,AL,35967
4469,401 Orchard St.,,Fox River Grove,IL,
4470,,,,,
4471,650 Conistor,,Liberty,MO,64068
4472,2055 Central Avenue,,Fort Myers,FL,33901-3988
4473,,,,,
4474,70 Boardman St.,,Norfolk,MA,2056
4475,410 E. Ann St. PO Box 580,,Weyauwega,WI,54983
4476,,,,,
4477,PO Box 117,,Frenchtown,MT,59834
4478,,,,,
4479,711 Green Street Suite 100,,Gainesville,GA,30505-0298
4480,6637 W. Ottawa Ave.,,Littleton,CO,80128
4481,,,,,
4482,,,,,
4483,,,,,
4484,,,,,
4485,,,,,
4486,,,,,
4487,,,,CA,
4488,,,,,
4489,3855 Lucas & Hunt Rd.,,St. Louis,MO,63121
4490,,,,,
4491,,,,,
4492,,,,,
4493,,,,,
4494,2915 E. Ramsey Ave.,,Cudahy,WI,53110-0618
4495,401 East Hancock St.,,Lansdale,PA,19446
4496,,,,,
4497,,,,,
4498,130 Beattie Ave.,,Lockport,NY,14094-5099
4499,,,,,
4500,47 Cherry Valley Rd.,,Gilford,NH,3249
4501,34001 Cedar Rd.,,Gates Mills,OH,44040
4502,,,,,
4503,,,,,
4504,,,,,
4505,12 High Street,,Glen Ridge,NJ,7028
4506,PO Box 36,,Pulaski,WI,54168
4507,290 Greenwich Ave.,,Greenwich,CT,6830
4508,PO Box 3011,,New Boston,OH,45662
4509,103 Central Suite 300,,Glenwood,IA,51534
4510,,,,,
4511,,,,,
4512,3633 N California Ave,,Chicago,IL,60618
4513,3633 N California Ave,,Chicago,IL,60618
4514,,,,,
4515,PO Box 1043,,La Mesa,CA,91944-1043
4516,,,,,
4517,PO Box 417,,Granville,OH,43023-0417
4518,,,,,
4519,PO Box 2429,,Great Falls,MT,59403-2429
4520,427 Kosciuszko St.,,Nanticoke,PA,18634
4521,106 S. Main St,,Clyde,OH,43410
4522,,,,,
4523,,,,,
4524,,,,,
4525,525 7th Street NE,,North Canton,OH,44720
4526,608 College St.,Gregory,Portland,TX,78374
4527,,,,,
4528,,,,,
4529,,,,,
4530,23276 East River Rd.,,Grosse Ile,MI,48138
4531,1712 Vaughn Rd.,,Burlington,NC,27217
4532,6539 Beechmont Ave.,,Cincinnati,OH,45230
4533,,,,,
4534,,,,,
4535,,,,,
4536,5000 S. 116th Street,,Greenfield,WI,53228
4537,13910 E. 126th Street,Fishers,Fishers,IN,46037-9781
4538,283 County Rd. PO Box 95,,Barrington,RI,2806
4539,2 Alumni Dr.,,Hampton,NH,3842
4540,88 Argonne Rd E,,Hampton Bays,NY,11946
4541,86 E. Argonne Rd.,,Hampton Bays,NY,11946
4542,,,,,
4543,,,,,
4544,,,,,
4545,,,,,
4546,,,,,
4547,,,,,
4548,17200 Pinehurst Ln.,,Huntington Beach,CA,92647-5569
4549,,,,,
4550,159 Stegall Dr.,,Jasper,GA,30143
4551,,,,,
4552,,,,,
4553,10 Erford Road,,Wormleysburg,PA,17043
4554,430 School St.,,Carlisle,IA,50047
4555,,,,,
4556,379 Boulevard,,Hasbrouck Heights,NJ,7604
4557,815 Hwy. 10,,Elk River,MN,55330
4558,,,,,
4559,,,,,
4560,,,,,
4561,483 Magnolia Ct.,,Kingston Springs,TN,37082
4562,,,,,
4563,24601 Fairmont Blvd.,,Beachwood,OH,44122-2298
4564,307 S. Main St.,,Hebron,IN,46341
4565,,,,,
4566,1305 Swifts Hwy,,Jefferson City,MO,65101
4567,2385 Flynn Lane,,Missoula,MT,59808
4568,101 Hendrickson Ave.,,Brick,NJ,08724-2599
4569,,,,,
4570,,,,,
4571,,,,,
4572,850 Grand Street,,Brooklyn,NY,11211
4573,,,,,
4574,970 Highland Ave.,,Abington,PA,19001
4575,580 Erial Rd.,,Blackwood,NJ,8012
4576,,,,,
4577,1203 W. Pioneer Pkwy.,,Arlington,TX,76013
4578,1015 Seventh St.,,Novato,CA,94945
4579,PO Box 36,,Pulaski,WI,54168
4580,,,,,
4581,,,,,
4582,32200 Middlebelt Road,Farmington Hills,,MI,48334
4583,,,,,
4584,5323 Cemetery Rd.,,Hilliard,OH,43026
4585,338 West Main St.,,Hillsboro,OH,45133
4586,,,,,
4587,,,,,
4588,,,,,
4589,5606 S. 147th St.,,Omaha,NE,68137
4590,,,,,
4591,,,,,
4592,,,,,
4593,,,,,
4594,,,,,
4595,629 Arabella St.,,Defiance,OH,43512
4596,436 Broadway,,South Portland,ME,4106
4597,,,,,
4598,240 N. Bishop Ave,,Springfield,PA,19064
4599,,,,,
4600,,,,,
4601,,,,,
4602,,,,,
4603,,,,,
4604,,,,,
4605,,,,,
4606,,,,,
4607,,,,,
4608,15204 Calaveras Dr,,Austin,TX,78717
4609,,,,,
4610,,,,,
4611,3700 1st Ave NW,,Cedar Rapids,IA,52405
4612,,,,,
4613,,,,,
4614,,,,,
4615,6201 Ross SE,,Albuquerque,NM,87108
4616,248 New Ballwin Road,,Ballwin,MO,63021
4617,6000 Queens Hwy.,,Parma Hts.,OH,44130
4618,,,,,
4619,155 County Road 24,,Wayzata,MN,55391
4620,,,,,
4621,,,,,
4622,,,,,
4623,,,,,
4624,3380 Old Alabama Road,,Johns Creek,GA,30022
4625,,,,,
4626,,,,,
4627,,,,,
4628,,,,,
4629,,,,,
4630,,,,,
4631,,,,,
4632,,,,,
4633,,,,,
4634,,,,,
4635,,,,,
4636,,,,,
4637,,,,,
4638,,,,,
4639,,,,,
4640,,,,,
4641,,,,,
4642,1215 Delsea Drive,,Westville,NJ,8093
4644,,,,,
4645,,,,,
4646,1000 Buccaneer Dr.,,Hoover,AL,35244
4647,17200 Pinehurst Ln,,Huntington Beach,CA,92647-5569
4648,,,,,
4649,4210 Technology Dr.,,Fremont,CA,94538
4650,4210 Technology Dr.,,Fremont,CA,94538
4651,,,,,
4652,1901 NE 9th street,,Gainesville,FL,32609
4653,620 E. University Ave.,,Gainesville,FL,32601
4654,Howard Lake Middle School,801 8th Ave.,Howard Lake,MN,55349
4655,301 Wicks Ave.,,Malverne,NY,11565
4656,,,,,
4657,20 Centre Ave. PO Box 1496,,Secaucus,NJ,07096-1496
4658,,,,,
4659,,,,,
4660,,,,,
4661,,,,,
4662,PO Box 1256,,Huntsville,AL,35807-4801
4663,,,,,
4664,,,,,
4665,43 Harriman Hill Rd.,,Raymond,NH,3077
4666,PO Box 30035,,Charlotte,NC,28230-0035
4667,,,,,
4668,240 Mountain Avenue,Somerville,Somerville,NJ,8876
4669,,,,,
4670,,,,,
4671,903 Chestnut Street,,Douglassville,PA,19518
4672,,,,,
4673,,,,,
4674,Tim Shrift,,218 Vine Street,Traverse City,MI
4675,,,,,
4676,,,,,
4677,,,,,
4678,,,,,
4679,,,,,
4680,7000 John F. Kennedy Blvd,,North Little Rock,AR,72116
4681,363 W. Hill Street,,Chicago,IL,60610
4682,,,,,
4683,,,,,
4684,,,,,
4685,,,,,
4686,,,,,
4687,6620 Pearl Road,,Parma Heights,OH,44130
4688,2788 Normandy Dr,,Saint Louis,MO,63121-4705
4689,,,,,
4690,,,,,
4691,,,,,
4692,45 Williamsburg Ln.,,Dayton,OH,45459
4693,,,,,
4694,360 Bray Station Road,,Collierville,TN,38017
4695,,,,,
4696,Bank St. Admin. Bldg. PO Box 657,,Bridgeton,NJ,08302-2001
4697,,,,,
4698,,,,,
4699,107 North Walnut St.,,Columbia City,IN,46725
4700,1101 Douglas Avenue,,Flossmoor,IL,60422
4701,,,,,
4702,506 Ashley Pl,,Jacksonville,NC,28546
4704,,,,,
4705,255 Wilmot Road,,New Rochelle,NY,10804
4706,Iona Preparatory School,255 Wilmot Road,New Rochelle,NY,10804
4707,,,,,
4708,24615 State Hwy. 58,,Richland Center,WI,53581
4709,,,,,
4710,,,,,
4711,PO Box 200,,New Iberia,LA,70562-0200
4712,37614 US Hwy. 136,,Conception Jct.,MO,64434
4713,210 E. University Box 468,,Pella,IA,50219
4714,201 Patton Rd.  Barton Co.,,Great Bend,KS,67530
4715,PO Box 176,,Boulder,MT,59632
4716,20300 Statler,,St. Clair Shores,MI,48081
4717,206 S. Taft Ave.,,Jefferson,WI,53549
4718,75 Barker Rd.,,Pittsford,NY,14534
4719,3317 12th Street,,Lewiston,ID,83501
4720,20001 Carson Lane,,Castro Valley,CA,94552
4721,,,,,
4722,PO Box 2146,,Castro Valley,CA,94546
4723,10301 Vista Drive,,Cupertino,CA,95014
4724,765 Crestdale Lane,,Las Vegas,NV,89144
4725,,,,,
4726,115 Madison Avenue PO Box 460,,Gaffney,SD,29342
4727,130 Beattie Ave.,,Lockport,NY,14094-5099
4728,,,,,
4729,,,,,
4730,1801 W. Broadway,P.O. Box 522,St. Peter,MN,56082
4731,8201 West Fullerton Ave.,,Elmwood Park,IL,60707-2499
4732,,,,,
4733,214 Pineview Drive,,Greenville,NC,27834
4734,,,,,
4735,205 North St.,,Nixa,MO,65714
4736,,,,,
4737,600 S. Bois D' Arc St.,,Forney,TX,75126
4738,,,,,
4739,,,,,
4740,,,,,
4741,,4428,,,
4742,,,,,
4743,,,,,
4744,,,,,
4745,,,,,
4746,1000 W 4th Ave.,,Kennewick,WA,99336
4747,,,,,
4748,,,,,
4749,,,,,
4750,110 E 35th St.,,Kearney,NE,68847
4751,200 Kedron Drive,,Peachtree City,GA,30269
4752,193 Maple Ave,,Keene,NH,3431
4753,,,,,
4754,13658 W. Marlowe Ave,,Morrison,CO,80465
4755,1000 44th Ave N Suite 100,,St. Cloud,MN,56303
4756,1000 44th Ave N,Suite 100 ,St. Cloud,MN,
4757,1000 44th Ave. North Suite 100,,St. Cloud,MN,56303
4758,151 S. First Street,,Kerman,CA,93630
4759,PO Drawer 720 First and Broadway,,Ketchum,OK,74349
4760,,,,,
4761,Keystone School,119 East Craig Place,San Antonio,TX,78212
4762,,,,,
4763,,,,,
4764,PO Box 7760,,Mitchell,SD,57301
4765,,,,,
4766,,,,,
4767,,,,,
4768,,,,,
4769,,,,,
4770,24 Lyon Rd.,,Burlington,CT,06013-1313
4771,7362 East PT Douglas Rd. S,,Cottage Grove,MN,55016
4772,,,,,
4773,,,,,
4774,,,,,
4775,1600 Eagle Way,,Lake Villa,IL,60046
4776,,,,,
4777,2915 Hall St. SE,,East Grand Rapids,MI,49506
4778,PO Box 97039,,Redmond,WA,98073
4779,Educational Services Center,,Golden,CO,80401
4780,5572 Princeton Rd.,,Liberty Twnshp.,OH,45011-9726
4781,5572 Princeton Rd.,,Liberty Township,OH,45011-9726
4782,,,,,
4783,,,,,
4784,5572 Princeton Road,,Liberty Township,OH,45011
4785,,,,,
4786,5572 Princeton Road,,Liberty Township,OH,45011
4787,,,,,
4788,43 Hardiman Hill Rd.,,Raymond,NH,3077
4789,,,,,
4790,101 Hendrickson Ave.,,Brick,NJ,08724-2599
4791,101 Hendrickson Ave.,,Brick,NJ,08724-2599
4792,2725 Crestview Ave.,,Lanesville,IN,47136
4793,PO Box 36,,Pulaski,WI,54168
4794,200 Western Blvd.,,Lanoka Harbor,NJ,8734
4795,,,,,
4796,,,,,
4797,3700 1st Ave. NW,,Cedar Rapids,IA,52405
4798,410 Colorado Ave.,,Laurel,MT,59044
4799,PO Box 23901,,Overland Park,KS,66283-0901
4800,321 S. Jefferson,,Lebanon,MO,66283-0901
4801,321 S. Jefferson,,Lebanon,MO,65536
4802,,,,,
4803,,,,,
4804,,,,,
4805,800 Porter St.,,Lemont,IL,60439
4806,,,,,
4807,,,,,
4808,3317 12th Street,,Lewiston,ID,83501
4809,111 West Grand Avenue,,Ponca City,OK,74601-5211
4810,,,,,
4811,708 St. Louis St. PO Box 250,,Edwardsville,IL,62025
4812,17035 Liberty Parkway,,Vestavia Hills,AL,35242
4813,PO Box 179,,Licking,MO,65542-0179
4814,,,,,
4815,720 S. Cable Rd.,,Lima,OH,45805
4816,PO Box 2429,,Great Falls,MT,59403-2429
4817,,,,,
4818,145 West St.,,Edwardsville,IL,62025
4819,PO Box 82889,,Lincoln,NE,68501
4820,,,,,
4821,114 North Holcombe Ave. Suite 100,,Litchfield,MN,55355-2210
4822,,,,,
4823,,,,,
4824,,,,,
4825,,,,,
4826,,,,,
4827,,,,,
4828,,,,,
4829,,,,,
4830,23800 Summit Rd.,,Los Gatos,CA,95033
4831,PO Box 282,,Loogootee,IN,47553
4832,,,,,
4833,,,,,
4834,,,,,
4835,,,,,
4836,PO Box 2429,,Great Falls,MT,59403-2429
4837,3037 N Stratford Rd,,ARLINGTON HEIGHTS,IL,60004
4838,,,,,
4839,,,,,
4840,PO Box 1010,,Newton,NC,28658
4841,700 Second St.,,Lyle,MN,55953
4842,,,,,
4843,,,,,
4844,1675 17th Ave.,,Marion,IA,52302
4845,,,,,
4846,3900 Brushy Fork Rd.,,Loganville,GA,30052
4847,PO Box 138,,Magnolia,TX,77353
4848,101 N. Division St.,,Mahomet,IL,61853
4849,,,,,
4850,,,,,
4851,,,,,
4852,,,,,
4853,,,,,
4854,50 Port Murray Rd.,,Port Murray,NJ,7865
4855,410 Brooks Blvd.,,Manville,NJ,8835
4856,2374 Shermer Rd.,,Northbrook,IL,60062
4857,11090 Nashville Hwy,,Vermontville,MI,49096
4858,,,,,
4859,,,,,
4860,,,,,
4861,1240 S. Adams St.,,Marion,IN,46953
4862,,,,,
4863,,,,,
4864,3790 Ashford-Dunwoody Road,,Atlanta,GA,30319
4865,501 East Hellman Ave.,,Ahambra,CA,91801
4866,,,,,
